id_evento,id_orgao,sigla_orgao
29495,2001,CAPADR
40686,2001,CAPADR
31755,2001,CAPADR
37514,2001,CAPADR
37784,2001,CAPADR
20210,2001,CAPADR
5435,2001,CAPADR
70528,2001,CAPADR
71377,2001,CAPADR
255,2001,CAPADR
25795,2001,CAPADR
26752,2001,CAPADR
62573,2001,CAPADR
10878,2001,CAPADR
55077,2001,CAPADR
58365,2001,CAPADR
15446,2001,CAPADR
24736,2001,CAPADR
72077,2001,CAPADR
72641,2001,CAPADR
73280,2001,CAPADR
73795,2001,CAPADR
74436,2001,CAPADR
79899,2001,CAPADR
18715,2001,CAPADR
46793,2001,CAPADR
47605,2001,CAPADR
49583,2001,CAPADR
49802,2001,CAPADR
50081,2001,CAPADR
40168,2001,CAPADR
32493,2001,CAPADR
34774,2001,CAPADR
35280,2001,CAPADR
35790,2001,CAPADR
35944,2001,CAPADR
36644,2001,CAPADR
37236,2001,CAPADR
51387,2001,CAPADR
52952,2001,CAPADR
3637,2001,CAPADR
301,2001,CAPADR
348,2001,CAPADR
620,2001,CAPADR
25094,2001,CAPADR
61239,2001,CAPADR
13553,2001,CAPADR
8595,2001,CAPADR
56155,2001,CAPADR
58978,2001,CAPADR
14163,2001,CAPADR
15742,2001,CAPADR
23948,2001,CAPADR
23990,2001,CAPADR
73123,2001,CAPADR
75819,2001,CAPADR
77441,2001,CAPADR
79735,2001,CAPADR
79731,2001,CAPADR
6900,2001,CAPADR
17221,2001,CAPADR
44532,2001,CAPADR
44806,2001,CAPADR
28538,2001,CAPADR
30164,2001,CAPADR
38125,2001,CAPADR
40150,2001,CAPADR
41132,2001,CAPADR
31899,2001,CAPADR
19990,2001,CAPADR
4006,2001,CAPADR
5138,2001,CAPADR
65850,2001,CAPADR
67768,2001,CAPADR
68297,2001,CAPADR
26999,2001,CAPADR
27208,2001,CAPADR
2541,2001,CAPADR
3160,2001,CAPADR
8750,2001,CAPADR
11077,2001,CAPADR
54940,2001,CAPADR
55119,2001,CAPADR
56029,2001,CAPADR
56080,2001,CAPADR
56753,2001,CAPADR
57956,2001,CAPADR
58545,2001,CAPADR
15414,2001,CAPADR
24619,2001,CAPADR
6914,2001,CAPADR
17223,2001,CAPADR
17513,2001,CAPADR
18964,2001,CAPADR
48144,2001,CAPADR
44015,2001,CAPADR
44304,2001,CAPADR
28349,2001,CAPADR
28829,2001,CAPADR
28967,2001,CAPADR
38449,2001,CAPADR
38851,2001,CAPADR
32051,2001,CAPADR
32031,2001,CAPADR
33532,2001,CAPADR
34809,2001,CAPADR
35467,2001,CAPADR
35980,2001,CAPADR
36747,2001,CAPADR
37405,2001,CAPADR
21222,2001,CAPADR
51649,2001,CAPADR
51735,2001,CAPADR
4426,2001,CAPADR
5460,2001,CAPADR
5683,2001,CAPADR
66314,2001,CAPADR
67596,2001,CAPADR
67874,2001,CAPADR
335,2001,CAPADR
25759,2001,CAPADR
27060,2001,CAPADR
28024,2001,CAPADR
1877,2001,CAPADR
2582,2001,CAPADR
64078,2001,CAPADR
12197,2001,CAPADR
12683,2001,CAPADR
12965,2001,CAPADR
13288,2001,CAPADR
13867,2001,CAPADR
11023,2001,CAPADR
58976,2001,CAPADR
14668,2001,CAPADR
16924,2001,CAPADR
23272,2001,CAPADR
76593,2001,CAPADR
79080,2001,CAPADR
79882,2001,CAPADR
18195,2001,CAPADR
18894,2001,CAPADR
48979,2001,CAPADR
49498,2001,CAPADR
43878,2001,CAPADR
44476,2001,CAPADR
28407,2001,CAPADR
30633,2001,CAPADR
38225,2001,CAPADR
40010,2001,CAPADR
36116,2001,CAPADR
20657,2001,CAPADR
21294,2001,CAPADR
51268,2001,CAPADR
51561,2001,CAPADR
4418,2001,CAPADR
4858,2001,CAPADR
66195,2001,CAPADR
68632,2001,CAPADR
70136,2001,CAPADR
1275,2001,CAPADR
62096,2001,CAPADR
63003,2001,CAPADR
63695,2001,CAPADR
12482,2001,CAPADR
13331,2001,CAPADR
10826,2001,CAPADR
10954,2001,CAPADR
56742,2001,CAPADR
58786,2001,CAPADR
14584,2001,CAPADR
15054,2001,CAPADR
15140,2001,CAPADR
15475,2001,CAPADR
16738,2001,CAPADR
16983,2001,CAPADR
72645,2001,CAPADR
73633,2001,CAPADR
75201,2001,CAPADR
47179,2001,CAPADR
50536,2001,CAPADR
44381,2001,CAPADR
29956,2001,CAPADR
29928,2001,CAPADR
30697,2001,CAPADR
38442,2001,CAPADR
39685,2001,CAPADR
40866,2001,CAPADR
41641,2001,CAPADR
33523,2001,CAPADR
19879,2001,CAPADR
20044,2001,CAPADR
51286,2001,CAPADR
51576,2001,CAPADR
66998,2001,CAPADR
2107,2001,CAPADR
61513,2001,CAPADR
62055,2001,CAPADR
62533,2001,CAPADR
64393,2001,CAPADR
12873,2001,CAPADR
13652,2001,CAPADR
8864,2001,CAPADR
58404,2001,CAPADR
24224,2001,CAPADR
74408,2001,CAPADR
74939,2001,CAPADR
76867,2001,CAPADR
79334,2001,CAPADR
80000,2001,CAPADR
6765,2001,CAPADR
8221,2001,CAPADR
18556,2001,CAPADR
18441,2001,CAPADR
19392,2001,CAPADR
48410,2001,CAPADR
48737,2001,CAPADR
50179,2001,CAPADR
46021,2001,CAPADR
40135,2001,CAPADR
42104,2001,CAPADR
32996,2001,CAPADR
36771,2001,CAPADR
52843,2001,CAPADR
66494,2001,CAPADR
69514,2001,CAPADR
70595,2001,CAPADR
71190,2001,CAPADR
71519,2001,CAPADR
27691,2001,CAPADR
61190,2001,CAPADR
62712,2001,CAPADR
62916,2001,CAPADR
64079,2001,CAPADR
12704,2001,CAPADR
8458,2001,CAPADR
56972,2001,CAPADR
57812,2001,CAPADR
58380,2001,CAPADR
14753,2001,CAPADR
16625,2001,CAPADR
16680,2001,CAPADR
23374,2001,CAPADR
23494,2001,CAPADR
72739,2001,CAPADR
72842,2001,CAPADR
73334,2001,CAPADR
78813,2001,CAPADR
6244,2001,CAPADR
18488,2001,CAPADR
48487,2001,CAPADR
43580,2001,CAPADR
28626,2001,CAPADR
29833,2001,CAPADR
39106,2001,CAPADR
41577,2001,CAPADR
30926,2001,CAPADR
31333,2001,CAPADR
33817,2001,CAPADR
21458,2001,CAPADR
53043,2001,CAPADR
3774,2001,CAPADR
5203,2001,CAPADR
552,2001,CAPADR
652,2001,CAPADR
26336,2001,CAPADR
3113,2001,CAPADR
60778,2001,CAPADR
10582,2001,CAPADR
8824,2001,CAPADR
54864,2001,CAPADR
57997,2001,CAPADR
14235,2001,CAPADR
14972,2001,CAPADR
16353,2001,CAPADR
16597,2001,CAPADR
23761,2001,CAPADR
72087,2001,CAPADR
73249,2001,CAPADR
6278,2001,CAPADR
6578,2001,CAPADR
18714,2001,CAPADR
48220,2001,CAPADR
48775,2001,CAPADR
44055,2001,CAPADR
28322,2001,CAPADR
29290,2001,CAPADR
30802,2001,CAPADR
40973,2001,CAPADR
41263,2001,CAPADR
31459,2001,CAPADR
32914,2001,CAPADR
33409,2001,CAPADR
